name,answer,prompt
Unidiffuser\064-3.png,"White wooden - like letters ""A"", ""P"", and part of ""I"" on a brown textured surface. A green heart - shaped apple slice accents the ""P"". Realistic style, close - up shot, warm color atmosphere. ",the word 'APPLE' on an apple.Produce & Plants.Writing & Symbols
Unidiffuser\064-4.png,"A red apple with the word ""Appel"" on it, beside a large brown ""P"". In a realistic - style with a soft, warm color atmosphere, shot from a frontal angle. ",the word 'APPLE' on an apple.Produce & Plants.Writing & Symbols
Unidiffuser\065-1.png,"Two cups of coffee with ""love"" latte art. Realistic style, shot from above. Warm, inviting color atmosphere with good - quality, clear images. ","Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other..Food & Beverage.Writing & Symbols"
Unidiffuser\065-2.png,"Three cups of coffee with latte art. One has a stylized ""v"" and heart, another a simple heart, and the last says ""LOVEE PEACE"". Realistic style, top - down shot, warm color atmosphere. ","Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other..Food & Beverage.Writing & Symbols"
Unidiffuser\065-3.png,"On the left, a dark - hued heart and blurry orange object. On the right, a cup with a frothy design. In abstract style, shot up - close, with a soft, warm color atmosphere and low - clarity quality. ","Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other..Food & Beverage.Writing & Symbols"
Unidiffuser\065-4.png,"Three coffee cups on a dark wooden surface display latte art. Realistic style, shot from above. Warm, inviting brown - toned color atmosphere with high - quality details. ","Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other..Food & Beverage.Writing & Symbols"
Unidiffuser\066-1.png,"A circular emblem in realistic style with dark blue background. It features a large white star, smaller stars, and the text ""Senia STAR ARDØRDAL"". Shot from front - on, with a simple color scheme. ",the word 'START'.Illustrations.Writing & Symbols
Unidiffuser\066-2.png,"A central golden star in a green and white frame, with ""STATR"" text above. Small stars line the sides on a dark - blue background. In a simple, colorful, and cartoon - style, with a flat shooting angle. ",the word 'START'.Illustrations.Writing & Symbols
Unidiffuser\066-3.png,"A white rectangular label with hand - written black ""START"" on a brown textured background. In realistic style, shot from a flat angle, with a simple, neutral color atmosphere and moderate quality. ",the word 'START'.Illustrations.Writing & Symbols
Unidiffuser\066-4.png,"The word ""SAIL"" is in a circular, glowing frame with a star above. Abstract style with warm, blurred tones. Viewed head - on, creating a dreamy color atmosphere. ",the word 'START'.Illustrations.Writing & Symbols
Unidiffuser\067-1.png,"White, textured - looking letters ""E I H O"" and ""WORU"" are arranged on a bright yellow background. In a realistic style, shot from a flat angle, with a vivid color atmosphere and good quality. ","a yellow wall with 'Hello, world.' written on it.Indoor Scenes.Writing & Symbols"
Unidiffuser\067-2.png,"Black ""HEELIO"" text on a textured, yellow wall with some red smudges. Realistic style, frontal shooting angle, warm - toned color atmosphere, moderate quality. ","a yellow wall with 'Hello, world.' written on it.Indoor Scenes.Writing & Symbols"
Unidiffuser\067-3.png,"Black, hand - drawn ""Yelibo word"" text on a bright yellow, textured wall. In a realistic style, shot head - on, with a vibrant, high - contrast color atmosphere and good quality. ","a yellow wall with 'Hello, world.' written on it.Indoor Scenes.Writing & Symbols"
Unidiffuser\067-4.png,"The word ""wake up"" is scrawled in black on a yellow - toned surface with a blurred, abstract style. Shot from a flat angle, it has a moody, low - quality color atmosphere. ","a yellow wall with 'Hello, world.' written on it.Indoor Scenes.Writing & Symbols"
Unidiffuser\068-1.png,"A storefront with large glass windows showing ""Cross & Mercer"" in green, stylized text. In a realistic style, shot from a frontal - eye level angle, with a muted, slightly hazy color atmosphere. ",a store front with 'Grassy Meadow' written on it.Outdoor Scenes.Writing & Symbols
Unidiffuser\068-2.png,"A storefront with a green sign reading ""Gnales Maddom"" and ""GO151"". Large glass windows display colorful scenes. Realistic style, taken from a frontal - low shooting angle, bright color atmosphere. ",a store front with 'Grassy Meadow' written on it.Outdoor Scenes.Writing & Symbols
Unidiffuser\068-3.png,"A storefront with ""Geas Maamich"" sign. Large glass windows show interior. Greenery lines the base. Realistic style, shot from a frontal - slightly upward angle, with a neutral color atmosphere. ",a store front with 'Grassy Meadow' written on it.Outdoor Scenes.Writing & Symbols
Unidiffuser\068-4.png,"A storefront with a dark sign featuring bright green ""C&MaaNmm"" text. The large windows display a green - themed decor with white flowers and plant cutouts, in a realistic style, shot head - on. ",a store front with 'Grassy Meadow' written on it.Outdoor Scenes.Writing & Symbols
Unidiffuser\069-1.png,"A vivid - hued Grand Canyon landscape with layered rock formations. In the foreground, a green sign with partly - visible text. Realistic style, shot from a horizontal angle, warm - toned color atmosphere. ",A green sign that says "Very Deep Learning" and is at the edge of the Grand Canyon..World Knowledge.Writing & Symbols
Unidiffuser\069-2.png,"A landscape with blurred green foreground and blue - hued background. Above, stylized white text is present. In an abstract style, shot from a flat angle with a soft, dreamy color atmosphere. ",A green sign that says "Very Deep Learning" and is at the edge of the Grand Canyon..World Knowledge.Writing & Symbols
Unidiffuser\069-3.png,"A green sign with ""MERFLY EDEP LININ"" stands on a stone post at a canyon edge. Realistic style, taken from a slightly upward angle, with a vivid, natural - toned color atmosphere. ",A green sign that says "Very Deep Learning" and is at the edge of the Grand Canyon..World Knowledge.Writing & Symbols
Unidiffuser\069-4.png,"A green sign with ""NEY REACE"" and ""ealtm Teacition"" stands in the foreground. Behind it is a vast, colorful canyon landscape with clear - blue sky. Realistic style, eye - level angle, vibrant color atmosphere. ",A green sign that says "Very Deep Learning" and is at the edge of the Grand Canyon..World Knowledge.Writing & Symbols
Unidiffuser\070-1.png,"A group of pets including a white dog, a black - and - white cat, a brown cat, a black - and - white dog, and a golden - furred dog are lying and sitting on concrete. Realistic style, eye - level angle, natural color tone. ",Four cats surrounding a dog.Animals.Quantity
Unidiffuser\070-2.png,"Several realistic - styled plush pets, including dogs and cats, sit and lie on green grass. Shot from a frontal angle, with a natural color atmosphere and good quality. ",Four cats surrounding a dog.Animals.Quantity
Unidiffuser\070-3.png,"A group of pets including cats and dogs on green grass. Realistic style, shot from a slightly elevated angle. Warm - toned, with clear and high - quality details of the animals' expressions. ",Four cats surrounding a dog.Animals.Quantity
Unidiffuser\070-4.png,"A golden - furred dog lies in the foreground with several other animals, including a black cat and orange cats, around it. In a soft - focus, realistic style, shot from a low angle, with a warm color atmosphere. ",Four cats surrounding a dog.Animals.Quantity
Unidiffuser\071-1.png,"Four young children in colorful tops and jeans sit closely together, smiling. Realistic style, shot from a front - on angle. Warm, natural color atmosphere, medium - quality photo. ",three children on a couch.People.Quantity
Unidiffuser\071-2.png,"Three children sit on a gray couch. One wears a white shirt with yellow design, others have pink - hued clothing. Taken from a frontal angle, in a warm, realistic - style, homely color atmosphere. ",three children on a couch.People.Quantity
Unidiffuser\071-3.png,"Three children sit closely. One in pink, another in white - like clothing. Blurred, with a soft, warm color atmosphere, in a realistic style, shot from a front - facing angle. ",three children on a couch.People.Quantity
Unidiffuser\071-4.png,"Three children sit side - by - side on a beige couch. They wear different sweaters and jeans. In a realistic style, from a frontal shooting angle, with a warm color atmosphere and good quality. ",three children on a couch.People.Quantity
